timestamp,price
31260634,27.3
31297293,27.26
31309666,27.27
31386100,27.31
31388992,27.27
31392650,27.28
31393750,27.27
31395450,27.28
31396550,27.27
31398250,27.28
31399351,27.27
31401050,27.28
31402150,27.27
31403850,27.28
31404950,27.27
31406650,27.28
31407751,27.27
31409451,27.28
31410551,27.27
31412251,27.28
31413351,27.27
31415051,27.28
31416152,27.27
31417852,27.28
31418952,27.27
31420652,27.28
31421752,27.27
31423452,27.28
31424552,27.27
31640509,27.29
31675111,27.27
31681220,27.26
32310246,27.29
32315526,27.26
32319412,27.27
32325283,27.29
32329903,27.27
32374944,27.29
32618203,27.3
32681028,27.32
32744561,27.3
32876485,27.31
32943344,27.3
32943353,27.26
32943354,27.29
32993956,27.26
32993958,27.28
32997138,27.29
33020150,27.3
33041900,27.29
33063464,27.3
33327617,27.29
33334366,27.26
33461236,27.3
33473812,27.26
33494762,27.32
33728895,27.29
33734461,27.28
33741823,27.29
33754247,27.28
33791388,27.29
33791408,27.28
33842255,27.3
33903812,27.26
33905161,27.3
34039555,27.26
34050297,27.3
34053430,27.26
34053976,27.3
34055407,27.26
34110980,27.3
34111104,27.26
34125225,27.27
34127870,27.3
34140669,27.29
34145532,27.28
34159864,27.29
34161507,27.28
34162585,27.27
34172440,27.26
34172446,27.25
34173206,27.26
34173392,27.25
34173466,27.26
34175163,27.27
34177510,27.26
34177517,27.25
34187868,27.24
34187872,27.23
34189323,27.24
34192914,27.23
34195101,27.22
34195237,27.23
34196449,27.22
34196454,27.23
34197481,27.22
34200510,27.21
34200698,27.2
34200748,27.19
34201051,27.21
34201149,27.22
34202961,27.2
34205147,27.21
34205157,27.2
34205160,27.22
34205344,27.23
34205377,27.24
34205722,27.23
34205727,27.24
34205742,27.22
34205762,27.21
34205769,27.19
34205775,27.22
34205969,27.19
34206177,27.22
34206309,27.24
34206441,27.23
34206531,27.24
34206871,27.25
34207584,27.26
34208005,27.25
34208009,27.24
34208019,27.2
34208029,27.25
34209142,27.2
34209143,27.21
34209560,27.22
34210211,27.21
34210748,27.2
34210752,27.19
34212431,27.2
34212689,27.19
34212691,27.2
34213147,27.19
34214116,27.2
34215642,27.21
34215659,27.2
34215660,27.22
34219032,27.23
34219308,27.22
34219331,27.23
34221204,27.24
34221325,27.25
34221367,27.26
34221532,27.27
34222269,27.28
34222471,27.27
34223552,27.25
34223560,27.24
34223577,27.23
34223586,27.2
34223645,27.19
34223646,27.17
34223649,27.17
34223654,27.14
34223655,27.16
34223656,27.17
34223657,27.16
34223662,27.14
34223663,27.12
34223665,27.15
34223692,27.12
34223693,27.13
34223695,27.15
34223710,27.12
34223712,27.14
34223729,27.13
34223741,27.12
34223761,27.11
34223774,27.1
34223882,27.14
34223887,27.1
34223970,27.09
34224024,27.1
34224135,27.09
34224152,27.1
34224156,27.09
34224158,27.08
34224164,27.09
34224166,27.08
34224167,27.09
34224170,27.08
34224172,27.09
34224174,27.08
34224285,27.06
34224286,27.07
34224289,27.06
34224384,27.07
34224481,27.06
34224482,27.07
34224585,27.08
34224586,27.13
34224609,27.08
34224627,27.12
34224652,27.14
34224653,27.12
34224654,27.08
34224671,27.12
34224692,27.14
34224732,27.09
34225443,27.06
34225533,27.1
34225536,27.08
34225559,27.06
34225673,27.1
34225899,27.06
34225901,27.07
34225905,27.06
34226026,27.09
34226575,27.1
34226610,27.09
34226773,27.1
34227181,27.09
34227629,27.1
34228334,27.09
34228883,27.08
34228997,27.06
34229128,27.07
34229208,27.08
34229210,27.09
34229343,27.1
34229502,27.11
34229889,27.09
34230013,27.1
34230215,27.09
34231938,27.08
34231965,27.07
34232094,27.08
34232208,27.09
34232210,27.1
34232257,27.11
34232603,27.08
34232628,27.07
34232873,27.08
34232875,27.09
34233025,27.1
34233332,27.11
